"ï..rev_type","calendar_year","agency","sub_type","sub_type_name","amount"
"Voluntary non-core (earmarked) contributions",2020,"UNODC","R03B","Single-agency thematic funds",11346625
"Voluntary non-core (earmarked) contributions",2020,"UNODC","R03D","Local resources",6096908
"Voluntary non-core (earmarked) contributions",2020,"UNODC","R03E","Project/ programme specific contributions",300616095
"Voluntary non-core (earmarked) contributions",2020,"UNODC","R03F","In-kind earmarked contributions",1429866
"Voluntary non-core (earmarked) contributions",2020,"UNRWA","R03A","UN Inter-agency pooled funds",46402939.62
"Voluntary non-core (earmarked) contributions",2020,"UNRWA","R03E","Project/ programme specific contributions",324170994
"Voluntary non-core (earmarked) contributions",2020,"UNRWA","R03F","In-kind earmarked contributions",27974269.78
"Voluntary non-core (earmarked) contributions",2020,"UNSSC","R03E","Project/ programme specific contributions",8111550
"Voluntary non-core (earmarked) contributions",2020,"UNU","R03E","Project/ programme specific contributions",17730586
"Voluntary non-core (earmarked) contributions",2020,"UNV","R03A","UN Inter-agency pooled funds",0
"Voluntary non-core (earmarked) contributions",2020,"UNV","R03B","Single-agency thematic funds",0
"Voluntary non-core (earmarked) contributions",2020,"UNV","R03C","Revenue from global vertical funds",0
"Voluntary non-core (earmarked) contributions",2020,"UNV","R03D","Local resources",714512.98
"Voluntary non-core (earmarked) contributions",2020,"UNV","R03E","Project/ programme specific contributions",34662993.09
"Voluntary non-core (earmarked) contributions",2020,"UNV","R03F","In-kind earmarked contributions",0
"Voluntary non-core (earmarked) contributions",2020,"UNWOMEN","R03A","UN Inter-agency pooled funds",67662219
"Voluntary non-core (earmarked) contributions",2020,"UNWOMEN","R03B","Single-agency thematic funds",17683593
"Voluntary non-core (earmarked) contributions",2020,"UNWOMEN","R03D","Local resources",3860041
"Voluntary non-core (earmarked) contributions",2020,"UNWOMEN","R03E","Project/ programme specific contributions",283946803
"Voluntary non-core (earmarked) contributions",2020,"UNWTO","R03E","Project/ programme specific contributions",1348574.6
"Voluntary non-core (earmarked) contributions",2020,"UNWTO","R03F","In-kind earmarked contributions",1846092.9
"Voluntary non-core (earmarked) contributions",2020,"UPU","R03E","Project/ programme specific contributions",32042801.81
"Voluntary non-core (earmarked) contributions",2020,"WFP","R03A","UN Inter-agency pooled funds",151025277.6
"Voluntary non-core (earmarked) contributions",2020,"WFP","R03C","Revenue from global vertical funds",21156459.1
"Voluntary non-core (earmarked) contributions",2020,"WFP","R03D","Local resources",444602664.5
"Voluntary non-core (earmarked) contributions",2020,"WFP","R03E","Project/ programme specific contributions",6201286398
"Voluntary non-core (earmarked) contributions",2020,"WFP","R03F","In-kind earmarked contributions",1272880688
"Voluntary non-core (earmarked) contributions",2020,"WHO","R03A","UN Inter-agency pooled funds",153853218
"Voluntary non-core (earmarked) contributions",2020,"WHO","R03B","Single-agency thematic funds",327569155
"Voluntary non-core (earmarked) contributions",2020,"WHO","R03C","Revenue from global vertical funds",205345125
"Voluntary non-core (earmarked) contributions",2020,"WHO","R03D","Local resources",66217482
"Voluntary non-core (earmarked) contributions",2020,"WHO","R03E","Project/ programme specific contributions",2902123715
"Voluntary non-core (earmarked) contributions",2020,"WHO","R03F","In-kind earmarked contributions",75474291
"Voluntary non-core (earmarked) contributions",2020,"WIPO","R03E","Project/ programme specific contributions",6533560.28
"Voluntary non-core (earmarked) contributions",2020,"WMO","R03C","Revenue from global vertical funds",2161947.91
"Voluntary non-core (earmarked) contributions",2020,"WMO","R03D","Local resources",3101925.26
"Voluntary non-core (earmarked) contributions",2020,"WMO","R03E","Project/ programme specific contributions",17535673.84
